company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
PR (GLOBAL) LTD,PR (GLOBAL) LTD,NI690731,Private Limited Company,United Kingdom,30/08/2022,http://business.data.gov.uk/id/company/NI690731,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,SUITE 4 COMMERCIAL MEWS,93-97 MAIN STREET,LARNE,,UNITED KINGDOM,BT40 1HJ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PR (GLOBAL) LTD,active,ltd,33160,BT40 1HJ,Larne,,United Kingdom,2022-08-30,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5920830648538989,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PR AIRCRAFT MAINTENANCE LTD,PR AIRCRAFT MAINTENANCE LTD,12987785,Private Limited Company,United Kingdom,02/11/2020,http://business.data.gov.uk/id/company/12987785,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PR AIRCRAFT MAINTENANCE LTD,active,ltd,33160,CB25 9PB,Cambridge,Cambridgeshire,England,2020-11-02,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5263260805269564,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PRASAD GUDURI LIMITED,PRASAD GUDURI LIMITED,14450060,Private Limited Company,United Kingdom,28/10/2022,http://business.data.gov.uk/id/company/14450060,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,"1ST FLOOR, 2 SOUTH HOUSE BOND AVENUE",BLETCHLEY,MILTON KEYNES,,ENGLAND,MK1 1SW,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PRASAD GUDURI LIMITED,active,ltd,33160,MK1 1SW,Milton Keynes,,England,2022-10-28,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5730689990170265,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PRATT & WHITNEY MILITARY UNITED KINGDOM LTD,PRATT & WHITNEY MILITARY UNITED KINGDOM LTD,10993629,Private Limited Company,United Kingdom,03/10/2017,http://business.data.gov.uk/id/company/10993629,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,2 STONE BUILDINGS,LINCOLN'S INN,LONDON,,,WC2A 3TH,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PRATT & WHITNEY MILITARY UNITED KINGDOM LTD,active,ltd,30300,WC2A 3TH,London,,,2017-10-03,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.7987010666718841,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PRECEPTECH LTD,PRECEPTECH LTD,12806729,Private Limited Company,United Kingdom,11/08/2020,http://business.data.gov.uk/id/company/12806729,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 58210 - Publishing of computer games | 71122 - Engineering related scientific and technical consulting activities | 85600 - Educational support services,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,71-75 SHELTON STREET,,LONDON,GREATER LONDON,UNITED KINGDOM,WC2H 9JQ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PRECEPTECH LTD,active,ltd,"30300, 58210, 71122, 85600",WC2H 9JQ,London,Greater London,United Kingdom,2020-08-11,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.6123043036218634,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PRECI-SPARK LIMITED,PRECI-SPARK LIMITED,00661746,Private Limited Company,United Kingdom,08/06/1960,http://business.data.gov.uk/id/company/00661746,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,CHAPEL STREET,,SYSTON,LEICESTER,UNITED KINGDOM,LE7 1HN,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PRECI-SPARK LIMITED,active,ltd,30300,LE7 1HN,Syston,Leicester,United Kingdom,1960-06-08,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8931751162361398,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PREMIAIR AEROSPACE LIMITED,PREMIAIR AEROSPACE LIMITED,08817419,Private Limited Company,United Kingdom,17/12/2013,http://business.data.gov.uk/id/company/08817419,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | 51102 - Non-scheduled passenger air transport | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,"OFFICE 4, THE CLUBHOUSE NEWBOURNE ROAD",WALDRINGFIELD,WOODBRIDGE,,ENGLAND,IP12 4PT,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PREMIAIR AEROSPACE LIMITED,active,ltd,"33160, 51102",IP12 4PT,Woodbridge,,England,2013-12-17,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8168143522636878,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PRESTWICK AEROSYSTEMS LIMITED,PRESTWICK AEROSYSTEMS LIMITED,05663660,Private Limited Company,United Kingdom,29/12/2005,http://business.data.gov.uk/id/company/05663660,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,PEGASUS HOUSE AEROSPACE AVENUE,FILTON,BRISTOL,,ENGLAND,BS34 7PA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PRESTWICK AEROSYSTEMS LIMITED,active,ltd,30300,BS34 7PA,Bristol,,England,2005-12-29,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.86035900003753,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PRESTWICK AIRCRAFT TOOLING LIMITED,PRESTWICK AIRCRAFT TOOLING LIMITED,SC676659,Private Limited Company,United Kingdom,06/10/2020,http://business.data.gov.uk/id/company/SC676659,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,20 BARNS STREET,,AYR,,SCOTLAND,KA7 1XA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PRESTWICK AIRCRAFT TOOLING LIMITED,active,ltd,33160,KA7 1XA,Ayr,,Scotland,2020-10-06,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5792402760515037,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PRIMARCH HEAVY INDUSTRIES LTD,PRIMARCH HEAVY INDUSTRIES LTD,16833835,Private Limited Company,United Kingdom,05/11/2025,http://business.data.gov.uk/id/company/16833835,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,28990 - Manufacture of other special-purpose machinery n.e.c. | 29310 - Manufacture of electrical and electronic equipment for motor vehicles and their engines | 30300 - Manufacture of air and spacecraft and related machinery | 30400 - Manufacture of military fighting vehicles,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PRIMARCH HEAVY INDUSTRIES LTD,active,ltd,"28990, 29310, 30300, 30400",WC2H 9JQ,London,,United Kingdom,2025-11-05,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8552719534789207,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PRIVATEJETSUPPORT LTD,PRIVATEJETSUPPORT LTD,08436506,Private Limited Company,United Kingdom,08/03/2013,http://business.data.gov.uk/id/company/08436506,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,14 MANOR ROAD,,ANDOVER,HAMPSHIRE,,SP10 3JS,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PRIVATEJETSUPPORT LTD,active,ltd,33160,SP10 3JS,Andover,Hampshire,,2013-03-08,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5256739204560062,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PRO AEROTECH LIMITED,PRO AEROTECH LIMITED,09412077,Private Limited Company,United Kingdom,29/01/2015,http://business.data.gov.uk/id/company/09412077,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,1 BEACONSFIELD ROAD,KNOWLE,BRISTOL,,ENGLAND,BS4 2JE,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PRO AEROTECH LIMITED,active,ltd,33160,BS4 2JE,Bristol,,England,2015-01-29,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.632523704557582,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PROELIATOR LIMITED,PROELIATOR LIMITED,09656942,Private Limited Company,United Kingdom,25/06/2015,http://business.data.gov.uk/id/company/09656942,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,MAES GLAS,LLANGYNOG,CARMARTHEN,,WALES,SA33 5DB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PROELIATOR LIMITED,active,ltd,30300,SA33 5DB,Carmarthen,,Wales,2015-06-25,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8822886433917841,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PROFITECH ELECTROMECHANICS LTD,PROFITECH ELECTROMECHANICS LTD,15858918,Private Limited Company,United Kingdom,25/07/2024,http://business.data.gov.uk/id/company/15858918,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | 33160 - Repair and maintenance of aircraft and spacecraft | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,ENGLAND,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PROFITECH ELECTROMECHANICS LTD,active,ltd,"30300, 33160",CB25 9PB,Cambridge,Cambridgeshire,England,2024-07-25,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8600290123578116,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PROFSER LTD,PROFSER LTD,16714427,Private Limited Company,United Kingdom,12/09/2025,http://business.data.gov.uk/id/company/16714427,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,F20 STIRLING HOUSE DENNY END ROAD,WATERBEACH,CAMBRIDGE,CAMBRIDGESHIRE,UNITED KINGDOM,CB25 9PB,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PROFSER LTD,active,ltd,33160,CB25 9PB,Cambridge,Cambridgeshire,United Kingdom,2025-09-12,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5034332438227255,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
PROJECT-ATHENA LTD,PROJECT-ATHENA LTD,16003490,Private Limited Company,United Kingdom,07/10/2024,http://business.data.gov.uk/id/company/16003490,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,71-75 SHELTON STREET,,COVENT GARDEN,LONDON,UNITED KINGDOM,WC2H 9JQ,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PROJECT-ATHENA LTD,active,ltd,30300,WC2H 9JQ,Covent Garden,London,United Kingdom,2024-10-07,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.8465254567388724,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PROMIN AEROSPACE LTD,PROMIN AEROSPACE LTD,14127022,Private Limited Company,United Kingdom,24/05/2022,http://business.data.gov.uk/id/company/14127022,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,30300 - Manufacture of air and spacecraft and related machinery | nan | nan | nan,30300.0,30300 - Manufacture of air and spacecraft and related machinery,High,Tier 1,ONS SIC 2007 index: space shuttles (manufacture),,Yes,,,,,C/O RODLIFFE ACCOUNTING LTD LEVEL 37,1 CANADA SQUARE,CANARY WHARF,LONDON,UNITED KINGDOM,E14 5AA,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PROMIN AEROSPACE LTD,active,ltd,30300,E14 5AA,Canary Wharf,London,United Kingdom,2022-05-24,review,SIC 30300 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.9655895360432089,2026-07-23,v2,SIC 30300 — no space keyword — aviation default
PROPWASH LIMITED,PROPWASH LIMITED,04906237,Private Limited Company,United Kingdom,21/09/2003,http://business.data.gov.uk/id/company/04906237,N3,Satellite and Spacecraft Manufacturing,Upstream,,Yes,,33160 - Repair and maintenance of aircraft and spacecraft | nan | nan | nan,33160.0,33160 - Repair and maintenance of aircraft and spacecraft,Medium,Tier 1,ONS SIC 2007 index: repair and maintenance of aero-space equipment. Also confirmed by SIC 2026 33.16: repair and maintenance of civilian air and spacecraft. OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 33.16.,Integration and supply of full space systems,Yes,,,,,5 CARDIFF GROVE,,BIRMINGHAM,,ENGLAND,B37 5EY,Yes,,,,,,,Yes,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,PROPWASH LIMITED,active,ltd,33160,B37 5EY,Birmingham,,England,2003-09-21,review,SIC 33160 confirmed by ONS SIC 2026 to contain both civilian and military manufacturers. Needs website review for defence_primary assessment.,2026-07-23,,,,0.5646964218385836,2026-07-23,v2,SIC 33160 — no space keyword — aviation default
